player,name,search_key,nationalite,nationalites_brut,postes,nb_clubs,apps_top5,sitelinks,championnats,first_year,last_year,matchs_grands_clubs,score,difficulte
Q264613,Frode Grodås,frode grodas,Norvège,Norvège,gardien de but,7,5,26,BUN / LIGA,1982,2007,2,27,exclu
Q264756,Eddy Bosnar,eddy bosnar,Australie,Australie,défenseur central,13,0,25,PL,1997,2015,0,25,exclu
Q264932,Aléxandros Tzórvas,alexandros tzorvas,Grèce,Grèce,gardien de but,9,12,35,SA,2001,2015,0,36,legende
Q264949,Tolga Ciğerci,tolga cigerci,Allemagne / Turquie,Allemagne / Turquie,milieu de terrain,3,53,19,BUN,2010,2014,0,24,legende
Q265191,Kenny Cooper,kenny cooper,États-Unis,États-Unis,attaquant,11,0,21,PL,2004,2015,0,21,exclu
Q265654,Hatem Trabelsi,hatem trabelsi,Tunisie,Tunisie,défenseur,4,20,32,PL,1997,2007,20,38,legende
Q265761,Geert De Vlieger,geert de vlieger,Belgique,Belgique,gardien de but,7,0,26,PL,1988,2011,0,26,exclu
Q265778,Adam Hammill,adam hammill,Royaume-Uni,Royaume-Uni,milieu excentré,9,12,18,PL,2006,2015,0,19,legende
Q266021,Gorka Iraizoz,gorka iraizoz,Espagne,Espagne,gardien de but,9,438,33,LIGA,1998,2019,0,77,moyen
Q266029,Michal Kovář,michal kovar,Tchéquie,Tchéquie,défenseur,6,23,5,BUN,1991,2009,0,7,legende
Q266045,Marek Suchý,marek suchy,Tchéquie,Tchéquie,arrière latéral,5,12,36,BUN,2005,2021,0,37,legende
Q266282,Mile Sterjovski,mile sterjovski,Australie,Australie,milieu excentré,11,91,26,L1,1995,2014,91,53,difficile
Q266410,Pedro Tonon Geromel,pedro tonon geromel,Brésil,Brésil,défenseur central,6,121,36,BUN / LIGA,2002,2024,0,48,difficile
Q266436,Brown Ideye,brown ideye,Nigeria,Nigeria,attaquant,8,69,33,L1 / PL,2003,2015,0,40,legende
Q266507,Marcelo Gallardo,marcelo gallardo,Argentine,Argentine,milieu de terrain,5,125,33,L1,1993,2011,125,70,difficile
Q266613,Wayne Rooney,wayne rooney,Angleterre,Royaume-Uni,attaquant / milieu de terrain axial,4,491,101,PL,2002,2021,393,229,facile
Q266796,Per Ciljan Skjelbred,per ciljan skjelbred,Norvège,Norvège,milieu de terrain,3,54,27,BUN,2004,2020,0,32,legende
Q266827,Mathieu Bodmer,mathieu bodmer,France,France,défenseur / milieu de terrain,6,280,26,L1,2000,2013,266,107,moyen
Q267128,Didier Digard,didier digard,France,France,milieu de terrain,5,200,21,L1 / PL,2004,2015,16,44,difficile
Q267147,Patrick Guillou,patrick guillou,Allemagne / France,Allemagne / France,défenseur,11,34,7,L1,1988,2005,0,10,legende
Q267207,Danny Wilson,danny wilson,Écosse,Royaume-Uni,défenseur central,5,2,24,PL,2009,2015,2,25,exclu
Q267797,Fabio Caserta,fabio caserta,Italie,Italie,milieu de terrain,9,124,11,SA,1996,2015,0,23,legende
Q269007,Marc Pfertzel,marc pfertzel,France,France,défenseur,11,90,11,L1 / SA,1999,2015,0,20,legende
Q269404,Nenad Bjelica,nenad bjelica,Croatie,Croatie,milieu de terrain,8,65,26,BUN,1991,2008,0,32,legende
Q269883,Emmanuel Petit,emmanuel petit,France,France,milieu défensif,4,106,54,LIGA / PL,1988,2004,106,86,moyen
Q270075,Ronald de Boer,ronald de boer,Pays-Bas,Royaume des Pays-Bas,milieu de terrain,6,37,44,LIGA,1988,2008,37,55,difficile
Q270311,Santiago Cañizares,santiago canizares,Espagne,Espagne,gardien de but,7,274,46,LIGA,1988,2008,274,128,moyen
Q270359,Giuseppe Favalli,giuseppe favalli,Italie,Italie,défenseur / défenseur central,4,291,37,SA,1988,2010,291,124,moyen
Q271615,Boudewijn Zenden,boudewijn zenden,Pays-Bas,Royaume des Pays-Bas,milieu excentré,7,277,43,L1 / LIGA / PL,1994,2011,163,103,moyen
Q271882,Robert Kovač,robert kovac,Croatie,Croatie,défenseur,7,188,44,BUN / SA,1991,2010,188,100,moyen
Q272727,Çağdaş Atan,cagdas atan,Turquie,Turquie,défenseur central,11,28,11,BUN,2000,2015,0,14,legende
Q273715,Jordan Henderson,jordan henderson,Angleterre,Royaume-Uni,milieu de terrain,7,463,77,PL,2008,2026,360,195,facile
Q273776,Éderzito António Macedo Lopes,ederzito antonio macedo lopes,Portugal,Guinée-Bissau / Portugal,attaquant,8,57,44,L1 / PL,2006,2022,44,58,difficile
Q274268,Édouard Cissé,edouard cisse,France,France,milieu de terrain,8,288,18,L1 / PL,1996,2012,235,94,moyen
Q274523,Oriol Romeu,oriol romeu,Espagne,Espagne,milieu de terrain,8,366,45,BUN / LIGA / PL,2008,2026,64,94,moyen
Q274626,Martin Kelly,martin kelly,Angleterre,Royaume-Uni,arrière latéral,5,154,43,PL,2007,2024,33,65,difficile
Q274803,Élson,elson,Brésil,Brésil,milieu de terrain,11,41,17,BUN,2000,2013,0,21,legende
Q275169,Marouane Fellaini,marouane fellaini,Belgique,Belgique,milieu de terrain,4,260,62,PL,2006,2023,119,112,facile
Q275405,Jeffrén Suárez,jeffren suarez,Espagne,Espagne,milieu de terrain / milieu excentré,6,22,39,LIGA,2006,2015,22,46,difficile
Q275415,Ezequiel Lavezzi,ezequiel lavezzi,Argentine,Argentine,milieu excentré,6,263,53,L1 / SA,2003,2019,263,132,moyen
Q275634,Earl Barrett,earl barrett,Angleterre,Royaume-Uni,défenseur,7,8,18,PL,1985,2000,0,19,exclu
Q275691,Konstantínos Chalkiás,konstantinos chalkias,Grèce,Grèce,gardien de but,8,5,38,PL,1995,2012,0,38,exclu
Q275710,Steve Sidwell,steve sidwell,Royaume-Uni,Royaume-Uni,milieu de terrain,9,224,38,PL,2001,2018,15,63,difficile
Q275823,Michael Thomas,michael thomas,Angleterre,Royaume-Uni,milieu de terrain,6,0,17,PL,1984,2001,0,17,exclu
Q275977,Vito Mannone,vito mannone,Italie,Italie,gardien de but,5,82,41,PL,2006,2017,15,52,difficile
Q276091,Koke,koke,Espagne,Espagne,milieu de terrain,2,511,63,LIGA,2008,2011,511,216,facile
Q276159,John Scales,john scales,Angleterre,Royaume-Uni,défenseur,6,10,15,PL,1984,2001,8,18,legende
Q276178,Leon Osman,leon osman,Angleterre,Royaume-Uni,milieu de terrain,3,352,37,PL,2000,2016,0,72,difficile
Q276207,Vahid Hashemian,vahid hashemian,Iran,Allemagne / Iran,attaquant / milieu de terrain,7,200,27,BUN,1996,2012,9,49,difficile
Q276208,Benik Afobe,benik afobe,Royaume-Uni,Royaume-Uni,attaquant,9,2,32,PL,2010,2016,0,32,exclu
Q276213,Tom Huddlestone,tom huddlestone,Angleterre,Royaume-Uni,milieu de terrain,4,144,39,PL,2003,2013,144,82,moyen
Q276284,Christian Wilhelmsson,christian wilhelmsson,Suède,Suède,milieu excentré,11,56,36,L1 / LIGA / PL / SA,1996,2015,19,45,difficile
Q276306,Andy Johnson,andy johnson,Angleterre,Royaume-Uni,attaquant,5,192,36,PL,1997,2015,0,55,difficile
Q276349,Tal Ben Haim,tal ben haim,Israël,Israël,défenseur,11,142,33,PL,2001,2021,22,52,difficile
Q276356,Matthias Zimmermann,matthias zimmermann,Allemagne,Allemagne,défenseur,8,8,16,BUN,2009,2015,0,17,exclu
Q276358,Pascal Chimbonda,pascal chimbonda,Guadeloupe,France,arrière latéral,15,260,35,L1 / PL,1999,2024,68,75,difficile
Q276379,Nigel Reo-Coker,nigel reocoker,Royaume-Uni,Royaume-Uni,milieu de terrain,10,219,34,PL,2002,2018,0,56,difficile
Q276399,José Antonio Reyes,jose antonio reyes,Espagne,Espagne,milieu excentré,10,634,55,LIGA / PL,1999,2019,614,241,moyen
Q276402,Silvestre Varela,silvestre varela,Portugal,Portugal,milieu excentré,11,38,45,LIGA / PL / SA,2004,2023,0,49,difficile
Q276424,Ivo Iličević,ivo ilicevic,Croatie,Croatie,milieu de terrain,6,84,27,BUN,2004,2016,0,35,legende
Q276428,Ralf Fährmann,ralf fahrmann,Allemagne,Allemagne,gardien de but,4,57,36,BUN,2007,2013,39,50,difficile
Q276434,Javier Pastore,javier pastore,Argentine,Argentine,milieu excentré,7,299,54,L1 / LIGA / SA,2007,2023,216,127,moyen
Q276544,Igor Tudor,igor tudor,Croatie,Croatie,défenseur central,4,125,48,SA,1995,2008,86,78,moyen
Q276731,Alexander Meier,alexander meier,Allemagne,Allemagne,attaquant,4,16,30,BUN,2001,2004,0,32,legende
Q276743,Ben Williams,ben williams,Royaume-Uni,Royaume-Uni,gardien de but,8,0,9,PL,2002,2014,0,9,exclu
Q276877,Axel Bellinghausen,axel bellinghausen,Allemagne,Allemagne,milieu de terrain,4,49,16,BUN,2001,2012,0,21,legende
Q276971,Léo Schwechlen,leo schwechlen,France,France,défenseur,3,27,10,L1,2010,2015,27,18,legende
Q276978,Theo Robinson,theo robinson,Jamaïque,Royaume-Uni,attaquant,11,1,10,PL,2006,2016,0,10,exclu
Q277533,Pablo Hernández Domínguez,pablo hernandez dominguez,Espagne,Espagne,milieu excentré,8,197,36,LIGA / PL,2004,2016,112,78,moyen
Q277584,Saša Ilić,sasa ilic,Serbie-et-Monténégro,Australie,gardien de but,11,21,10,PL,1991,2005,0,12,legende
Q277772,Vitor Pelé,vitor pele,Portugal,Portugal,milieu de terrain,11,38,19,LIGA / PL / SA,2004,2015,15,26,legende
Q277801,Mohammed Tchité,mohammed tchite,Belgique / Burundi / République démocratique du Congo,Belgique / Burundi / République démocratique du Congo,attaquant,9,88,18,LIGA,2001,2017,0,27,legende
Q277898,Selim Bouadla,selim bouadla,Algérie / France,Algérie / France,milieu de terrain,6,14,9,L1,2007,2020,0,10,legende
Q278239,Vladimír Darida,vladimir darida,Tchéquie,Tchéquie,milieu de terrain,7,223,44,BUN,2010,2025,0,66,difficile
Q278734,Rade Prica,rade prica,Suède,Suède,attaquant,10,91,21,BUN / PL,1995,2016,0,30,legende
Q278796,Jarosław Fojut,jaroslaw fojut,Pologne,Pologne,défenseur,7,1,12,PL,2004,2015,0,12,exclu
Q278839,Robert Fleßers,robert flessers,Allemagne,Allemagne,défenseur central,6,6,9,BUN,2005,2013,0,10,exclu
Q278898,Driss Fettouhi,driss fettouhi,Maroc,Maroc,milieu de terrain,10,0,14,L1,2007,2024,0,14,exclu
Q279238,Csaba Preklet,csaba preklet,Hongrie,Hongrie,défenseur,5,4,4,SA,2007,2014,0,4,exclu
Q279327,Tommie van der Leegte,tommie van der leegte,Royaume des Pays-Bas,Royaume des Pays-Bas,milieu de terrain,6,45,13,BUN,1994,2010,0,18,legende
Q279436,Ömer Toprak,omer toprak,Turquie,Allemagne / Turquie,défenseur central,6,271,38,BUN,2006,2024,188,103,moyen
Q279673,Pablo García,pablo garcia,Uruguay,Uruguay,milieu de terrain,13,175,31,LIGA / SA,1996,2014,46,58,difficile
Q279766,Rachid Tiberkanine,rachid tiberkanine,Maroc,Belgique / Maroc,milieu de terrain,9,0,13,BUN,2005,2014,0,13,exclu
Q279814,Thorsten Burkhardt,thorsten burkhardt,Allemagne,Allemagne,milieu de terrain,6,0,4,BUN,1999,2014,0,4,exclu
Q280130,László Sepsi,laszlo sepsi,Roumanie,Roumanie,arrière latéral,11,24,15,L1 / LIGA,2004,2019,0,17,legende
Q280287,Kevin Hofland,kevin hofland,Pays-Bas,Royaume des Pays-Bas,défenseur central,5,76,20,BUN,1997,2012,0,28,legende
Q280300,Danny Pugh,danny pugh,Royaume-Uni,Royaume-Uni,milieu de terrain,7,54,17,PL,2002,2015,1,23,legende
Q280341,Felix Kroos,felix kroos,Allemagne,Allemagne,attaquant / milieu de terrain,3,66,28,BUN,2008,2013,0,35,legende
Q280829,Jermaine Jones,jermaine jones,Allemagne,Allemagne / États-Unis,milieu de terrain,9,218,35,BUN / PL,1999,2017,144,86,moyen
Q281713,Jlloyd Samuel,jlloyd samuel,Trinité-et-Tobago,Trinité-et-Tobago,arrière latéral / défenseur central,6,221,24,PL,1998,2015,0,46,difficile
Q281734,Yūto Nagatomo,yuto nagatomo,Japon,Japon,arrière latéral,5,190,67,L1 / SA,2007,2021,182,122,facile
Q282100,Carlos Marinelli,carlos marinelli,Argentine,Argentine,milieu de terrain,10,54,11,PL / SA,1999,2010,0,16,legende
Q282463,Jean-Alain Boumsong,jeanalain boumsong,France,France,défenseur,7,272,40,L1 / PL / SA,1998,2013,76,82,moyen
Q282551,Raffaele Palladino,raffaele palladino,Italie,Italie,milieu de terrain / milieu excentré,7,188,30,SA,2001,2015,38,56,difficile
Q282812,Dave Beasant,dave beasant,Angleterre,Royaume-Uni,gardien de but,16,0,24,PL,1978,2015,0,24,exclu
Q282915,Ignacio Piatti,ignacio piatti,Argentine,Argentine,attaquant,8,40,15,L1 / SA,2004,2021,0,19,legende
Q282990,Esteban Granero,esteban granero,Espagne,Espagne,milieu de terrain,8,276,49,LIGA / PL,2004,2021,67,90,moyen
Q283067,Edixon Perea Valencia,edixon perea valencia,Colombie,Colombie,attaquant,12,38,15,L1,2001,2014,38,26,legende
Q283480,Ken Ilsø,ken ilso,Royaume de Danemark,Royaume de Danemark,milieu de terrain,9,28,13,BUN,2005,2014,0,16,legende
Q283762,Haris Seferović,haris seferovic,Suisse,Suisse,attaquant,13,138,55,BUN / LIGA / SA,2009,2025,0,69,difficile
Q283824,Borja Valero,borja valero,Espagne,Espagne,milieu de terrain,10,506,36,LIGA / PL / SA,2004,2021,99,106,moyen
Q284078,Yevhen Konoplyanka,yevhen konoplyanka,Ukraine,Ukraine,milieu offensif,6,89,47,BUN / LIGA,2007,2024,89,74,difficile
Q284090,Christian Kalvenes,christian kalvenes,Norvège,Norvège,défenseur,6,14,11,PL,1993,2012,0,12,legende
Q284359,Nihat Kahveci,nihat kahveci,Turquie,Turquie,milieu excentré,3,195,50,LIGA,1997,2011,0,70,difficile
Q284473,Óliver Torres,oliver torres,Espagne,Espagne,milieu de terrain,4,24,32,LIGA,2012,2015,15,37,legende
Q284590,Tamir Cohen,tamir cohen,Israël,Israël,milieu de terrain,5,49,21,PL,2002,2014,0,26,legende
Q284784,James McClean,james mcclean,République d'Irlande,Irlande / Royaume-Uni,milieu excentré,7,158,37,PL,2007,2026,0,53,difficile
Q284977,Kosi Saka,kosi saka,République démocratique du Congo,République démocratique du Congo,milieu de terrain,5,11,11,BUN,2005,2014,11,14,legende
Q285518,Filip Đuričić,filip duricic,Serbie,Serbie,attaquant / milieu de terrain,11,176,37,BUN / PL / SA,2008,2026,0,55,difficile
Q285558,Rajiv van La Parra,rajiv van la parra,Royaume des Pays-Bas,Royaume des Pays-Bas,milieu excentré,5,11,17,L1,2008,2016,0,18,legende
Q285684,Marten de Roon,marten de roon,Pays-Bas,Royaume des Pays-Bas,milieu de terrain,5,374,39,PL / SA,2010,2026,0,76,moyen
Q285685,Ramazan Özcan,ramazan ozcan,Autriche / Turquie,Autriche / Turquie,gardien de but,5,16,34,BUN,2003,2010,0,36,legende
Q285841,Nick Barmby,nick barmby,Angleterre,Royaume-Uni,attaquant / milieu de terrain,7,131,31,PL,1992,2012,32,50,difficile
Q285986,Iván Marcano,ivan marcano,Espagne,Espagne,défenseur central,7,81,28,LIGA,2006,2014,0,36,legende
Q286511,Christian Karembeu,christian karembeu,France,France,milieu de terrain,7,54,50,L1 / LIGA / PL,1990,2006,17,59,difficile
Q286947,Danny Galbraith,danny galbraith,Royaume-Uni,Royaume-Uni,milieu excentré,5,0,9,PL,2008,2015,0,9,exclu
Q286981,Óscar de Marcos,oscar de marcos,Espagne,Espagne,ailier / arrière latéral / attaquant intérieur,4,573,40,LIGA,2001,2025,0,97,moyen
Q287577,José Montiel,jose montiel,Paraguay,Paraguay,milieu de terrain,8,16,21,SA,2004,2015,0,23,legende
Q287664,Fabio Galante,fabio galante,Italie,Italie,défenseur central,5,199,17,SA,1991,2010,0,37,legende
Q287815,Royston Drenthe,royston drenthe,Pays-Bas,Royaume des Pays-Bas,gardien de but,10,84,39,LIGA / PL,2003,2015,46,57,difficile
Q287841,Hajime Hosogai,hajime hosogai,Japon,Japon,milieu de terrain,10,109,55,BUN,2005,2021,17,69,difficile
Q287878,Jan-Ingwer Callsen-Bracker,janingwer callsenbracker,Allemagne,Allemagne,arrière latéral,5,57,20,BUN,2002,2012,36,33,legende
Q287918,Fereydoon Zandi,fereydoon zandi,Allemagne / Iran,Allemagne / Iran,milieu de terrain,11,55,21,BUN,1998,2014,0,26,legende
Q288053,Éric Carrière,eric carriere,France,France,milieu de terrain,4,268,22,L1,1996,2010,104,70,difficile
Q288329,Éric Rabésandratana,eric rabesandratana,Madagascar,France,milieu de terrain,5,50,12,L1,1990,2007,50,27,legende
Q288910,Hamed Namouchi,hamed namouchi,Tunisie,France / Tunisie,milieu de terrain,8,48,18,BUN / L1,2000,2014,0,23,legende
Q290637,Flavio Roma,flavio roma,Italie,Italie,gardien de but,9,243,27,L1 / SA,1993,2014,208,93,moyen
Q290722,Emiliano Tarana,emiliano tarana,Italie,Italie,milieu de terrain,10,3,7,SA,1999,2013,0,7,exclu
Q290769,Frank Lebœuf,frank leboeuf,France,France,défenseur central,9,133,45,L1 / PL,1984,2005,133,85,moyen
Q290903,Fredrik Stoor,fredrik stoor,Suède,Suède,défenseur,8,4,28,PL,2002,2015,0,28,exclu
Q290913,Giuseppe Colucci,giuseppe colucci,Italie,Italie,milieu de terrain,12,228,10,L1 / SA,1997,2013,0,33,legende
Q290935,Abdoulaye Camara,abdoulaye camara,Mali,Mali,défenseur,9,2,9,SA,1996,2013,0,9,exclu
Q291022,Nigel Martyn,nigel martyn,Angleterre,Royaume-Uni,gardien de but,4,204,29,PL,1987,2006,0,49,difficile
Q291203,Eke Uzoma,eke uzoma,Nigeria,Nigeria,milieu de terrain,7,18,9,BUN,2007,2016,0,11,legende
Q291858,Ívar Ingimarsson,ivar ingimarsson,Islande,Islande,défenseur central,8,63,15,PL,1995,2012,0,21,legende
Q291897,Iñigo Vélez,inigo velez,Espagne,Espagne,avant-centre,7,31,12,LIGA,1999,2013,0,15,legende
Q293007,Ólafur Ingi Skúlason,olafur ingi skulason,Islande,Islande,milieu de terrain,7,0,29,PL,2000,2015,0,29,exclu
Q293267,Óscar Córdoba,oscar cordoba,Colombie,Colombie,gardien de but,10,15,29,SA,1988,2009,0,30,legende
Q293353,Oscar García Junyent,oscar garcia junyent,Espagne,Espagne,attaquant / milieu de terrain,7,71,28,LIGA,1980,2005,20,39,legende
Q293379,Óscar González Marcos,oscar gonzalez marcos,Espagne,Espagne,milieu de terrain,4,210,22,LIGA,2001,2010,0,43,difficile
Q293392,Óscar López Hernández,oscar lopez hernandez,Espagne,Espagne,défenseur,8,41,17,LIGA / SA,1997,2012,22,26,legende
Q293463,Óscar Serrano Rodríguez,oscar serrano rodriguez,Espagne,Espagne,milieu excentré,6,213,18,LIGA,2001,2014,0,39,legende
Q293476,Óscar Sánchez Fuentes,oscar sanchez fuentes,Espagne,Espagne,défenseur,6,80,10,LIGA,1997,2014,0,18,legende
Q293503,Óscar Ustari,oscar ustari,Argentine,Argentine,gardien de but,7,41,36,LIGA / PL,2005,2015,0,40,legende
Q294204,Joaquín,joaquin,Espagne,Espagne,milieu excentré,5,673,47,LIGA / SA,1999,2023,158,146,moyen
Q294214,Dirk Kuyt,dirk kuyt,Pays-Bas,Royaume des Pays-Bas,milieu excentré,5,208,66,PL,1998,2018,208,128,facile
Q294293,Federico Balzaretti,federico balzaretti,Italie,Italie,arrière latéral,7,264,47,SA,1998,2015,68,87,moyen
Q294351,Siniša Mihajlović,sinisa mihajlovic,Serbie-et-Monténégro,République fédérative socialiste de Yougoslavie / Serbie / Serbie-et-Monténégro,défenseur / défenseur central,7,130,52,SA,1987,2006,130,91,moyen
Q294387,Mido,mido,Égypte,Égypte,attaquant,11,132,35,L1 / LIGA / PL / SA,1999,2013,78,64,difficile
Q294419,Brett Emerton,brett emerton,Australie,Australie,milieu excentré,4,247,42,PL,1996,2014,0,67,difficile
Q294467,Mladen Petrić,mladen petric,Croatie,Croatie,attaquant,8,154,39,BUN / PL,1998,2016,29,60,difficile
Q294501,Steve McManaman,steve mcmanaman,Angleterre,Royaume-Uni,ailier,3,129,42,LIGA / PL,1990,2005,129,81,moyen
Q294541,Stevan Jovetić,stevan jovetic,Monténégro,Monténégro,attaquant,10,294,50,BUN / L1 / LIGA / PL / SA,2006,2026,143,108,moyen
Q294565,Angelo Peruzzi,angelo peruzzi,Italie,Italie,gardien de but,5,225,44,SA,1986,2007,225,112,moyen
Q294593,Jordi Cruijff,jordi cruijff,Pays-Bas,Royaume des Pays-Bas,attaquant / milieu de terrain,8,138,42,LIGA / PL,1992,2010,8,57,difficile
Q294735,Václav Svěrkoš,vaclav sverkos,Tchéquie,Tchéquie,attaquant,7,140,35,BUN / L1,2001,2015,0,49,difficile
Q294749,Wilfred Bouma,wilfred bouma,Pays-Bas,Royaume des Pays-Bas,défenseur central,4,83,39,PL,1994,2013,0,47,difficile
Q294806,César Azpilicueta,cesar azpilicueta,Espagne,Espagne,arrière latéral / défenseur central,6,551,66,L1 / LIGA / PL,2001,2026,452,212,facile
Q294852,David Albelda,david albelda,Espagne,Espagne,milieu de terrain,3,289,43,LIGA,1995,2013,289,130,moyen
Q294881,Armando Teixeira,armando teixeira,Portugal,Portugal,milieu de terrain,7,87,38,BUN,1995,2013,0,47,difficile
Q294951,Christian Eriksen,christian eriksen,Danemark,Royaume de Danemark,milieu offensif,9,353,69,PL / SA,1995,2025,342,173,facile
Q294963,Hugo Viana,hugo viana,Portugal,Portugal,milieu de terrain,7,92,40,LIGA / PL,2001,2016,44,58,difficile
Q294980,Rui Patrício,rui patricio,Portugal,Portugal,gardien de but,5,211,60,PL / SA,2006,2025,96,100,facile
Q294990,Michal Kadlec,michal kadlec,Tchéquie,Tchéquie,défenseur,4,128,43,BUN,2001,2024,128,81,moyen
Q295027,Josip Šimunić,josip simunic,Croatie,Australie / Croatie,défenseur central,7,263,40,BUN,1995,2014,0,66,difficile
Q295311,Jefferson Farfán,jefferson farfan,Pérou,Pérou,attaquant / milieu excentré,5,170,45,BUN,2001,2022,170,96,moyen
Q295315,Miguel Monteiro,miguel monteiro,Portugal,Portugal,défenseur,3,175,39,LIGA,1999,2012,175,92,moyen
Q295410,Gaizka Mendieta,gaizka mendieta,Espagne,Espagne,milieu de terrain axial,6,235,48,LIGA / PL / SA,1991,2008,152,102,moyen
Q295416,Luis Javier García Sanz,luis javier garcia sanz,Espagne,Espagne,milieu excentré,13,226,42,LIGA / PL,1997,2016,180,101,moyen
Q295438,Marcelo Salas,marcelo salas,Chili,Chili,attaquant,4,71,45,SA,1993,2008,71,66,difficile
Q295452,Mart Poom,mart poom,Estonie,Estonie,gardien de but,9,93,37,PL,1987,2009,1,46,difficile
Q295456,Fernando Redondo,fernando redondo,Argentine,Argentine,milieu de terrain,4,44,45,LIGA / SA,1985,2004,44,58,difficile
Q295506,Nicky Butt,nicky butt,Angleterre,Royaume-Uni,milieu de terrain,4,248,42,PL,1992,2011,112,89,moyen
Q295512,Carlos Gamarra,carlos gamarra,Paraguay,Paraguay,défenseur / défenseur central,12,59,40,LIGA / SA,1991,2008,59,58,difficile
Q295627,Scott Carson,scott carson,Angleterre,Royaume-Uni,gardien de but,10,151,43,PL,2003,2025,5,59,difficile
Q295637,Victor Moses,victor moses,Nigéria,Nigeria / Royaume-Uni,milieu excentré,11,232,54,PL / SA,2007,2025,118,101,moyen
Q295797,Kasper Schmeichel,kasper schmeichel,Danemark,Royaume de Danemark,gardien de but,12,345,64,L1 / PL,2005,2026,8,100,facile
Q295880,Vágner Love,vagner love,Brésil,Brésil,attaquant,14,12,43,L1,2002,2026,12,47,difficile
Q295883,Claudio López,claudio lopez,Argentine,Argentine,milieu excentré,7,138,40,LIGA / SA,1990,2011,138,81,moyen
Q295891,Cláudio Taffarel,claudio taffarel,Brésil,Brésil,gardien de but,5,6,49,SA,1985,2003,0,50,exclu
Q296033,Davide Santon,davide santon,Italie,Italie,arrière latéral,3,142,36,PL / SA,2008,2015,49,60,difficile
Q296058,Edmílson,edmilson,Brésil,Brésil,défenseur,7,216,48,L1 / LIGA,1994,2011,175,105,moyen
Q296133,Lisandro López,lisandro lopez,Argentine,Argentine / Italie,attaquant,5,119,37,L1,2003,2021,119,73,difficile
Q296180,Vicente Rodríguez Guillén,vicente rodriguez guillen,Espagne,Espagne,avant-centre / milieu excentré,3,243,35,LIGA,1997,2013,243,108,moyen
Q296194,Jetro Willems,jetro willems,Pays-Bas,Royaume des Pays-Bas,arrière latéral,4,58,38,BUN / PL,2011,2020,0,44,difficile
Q296207,Chris Eagles,chris eagles,Royaume-Uni,Royaume-Uni,milieu excentré,9,86,36,PL,2003,2015,6,46,difficile
Q296215,Cosmin Contra,cosmin contra,Roumanie,Roumanie,défenseur,8,217,40,LIGA / PL / SA,1993,2011,63,74,difficile
Q296219,Anders Svensson,anders svensson,Suède,Suède,milieu de terrain,2,140,40,PL,1994,2015,0,54,difficile
Q296222,Mauricio Isla,mauricio isla,Chili,Chili,arrière latéral,10,240,49,L1 / PL / SA,2007,2025,53,84,moyen
Q296225,Chinedu Obasi Ogbuke,chinedu obasi ogbuke,Nigéria,Allemagne / Nigeria,attaquant,3,108,37,BUN,2005,2015,35,55,difficile
Q296332,Seán St Ledger,sean st ledger,République d'Irlande,Irlande,défenseur central,11,8,38,PL,2002,2018,0,39,exclu
Q296341,Demba Ba,demba ba,Sénégal,France / Sénégal,attaquant,11,166,47,BUN / PL,2005,2021,33,70,difficile
Q296375,Jussi Jääskeläinen,jussi jaaskelainen,Finlande,Finlande,gardien de but,6,405,40,PL,1992,2018,0,80,moyen
Q296391,Ryan Bertrand,ryan bertrand,Angleterre,Royaume-Uni,arrière latéral,9,262,44,PL,2006,2023,28,76,moyen
Q296410,Luke Young,luke young,Angleterre,Royaume-Uni,arrière latéral,5,342,34,PL,1997,2014,29,74,difficile
Q296416,Jermaine Pennant,jermaine pennant,Royaume-Uni,Royaume-Uni,milieu excentré,13,256,39,LIGA / PL,1998,2015,67,78,moyen
Q296452,Theódoros Zagorákis,theodoros zagorakis,Grèce,Grèce,milieu de terrain,6,57,42,PL / SA,1988,2007,0,48,difficile
Q296457,Jesper Grønkjær,jesper gronkjaer,Danemark,Royaume de Danemark,milieu excentré,7,145,37,BUN / PL,1995,2011,88,69,difficile
Q296467,Dado Pršo,dado prso,Croatie,Croatie / France,attaquant,8,101,37,L1,1986,2007,101,67,difficile
Q296589,Danny Murphy,danny murphy,Angleterre,Royaume-Uni,milieu de terrain,6,368,33,PL,1993,2013,143,98,moyen
Q296603,Kevin Doyle,kevin doyle,République d'Irlande,Irlande,attaquant,7,168,37,PL,2002,2017,0,54,difficile
Q296621,Jermaine Jenas,jermaine jenas,Angleterre,Royaume-Uni,milieu de terrain,5,271,37,PL,2000,2014,155,95,moyen
Q296635,Jonathan Woodgate,jonathan woodgate,Angleterre,Royaume-Uni,défenseur / défenseur central,6,232,38,LIGA / PL,1998,2016,58,73,difficile
Q296684,Ezequiel Garay,ezequiel garay,Argentine,Argentine,arrière latéral,6,207,56,LIGA,2004,2020,123,101,moyen
Q296780,Kader Keita,kader keita,Côte d'Ivoire,Côte d'Ivoire / France,milieu excentré,10,135,33,L1,1999,2015,135,74,difficile
Q296814,Alessandro Mancini,alessandro mancini,Brésil,Brésil,milieu excentré,10,187,32,SA,1999,2016,187,88,moyen
Q296833,Jack Rodwell,jack rodwell,Angleterre,Royaume-Uni,milieu de terrain,7,152,39,PL,2007,2024,16,57,difficile
Q296837,Andreas Ivanschitz,andreas ivanschitz,Autriche,Autriche,milieu de terrain,7,153,42,BUN / LIGA,2000,2018,0,57,difficile
