player,name,search_key,nationalite,nationalites_brut,postes,nb_clubs,apps_top5,sitelinks,championnats,first_year,last_year,matchs_grands_clubs,score,difficulte
Q296961,Roberto Abbondanzieri,roberto abbondanzieri,Argentine,Argentine / Italie,gardien de but,4,83,38,LIGA,1994,2010,0,46,difficile
Q296965,Ariel Ortega,ariel ortega,Argentine,Argentine,attaquant / milieu de terrain,9,18,48,SA,1991,2012,0,50,difficile
Q296975,Iván Helguera,ivan helguera,Espagne,Espagne,défenseur,8,254,40,LIGA,1994,2008,254,116,moyen
Q296979,Tim Krul,tim krul,Pays-Bas,Royaume des Pays-Bas,gardien de but,9,196,48,PL,2006,2025,0,68,difficile
Q296992,Sergueï Rebrov,serguei rebrov,Ukraine,Ukraine / Union soviétique,attaquant,6,60,46,PL,1991,2009,60,64,difficile
Q297397,Julio Cruz,julio cruz,Argentine,Argentine,attaquant,7,238,39,SA,1993,2026,150,93,moyen
Q297499,Ömer Rıza,omer riza,Turquie,Royaume-Uni / Turquie,attaquant,14,0,12,PL,1998,2015,0,12,exclu
Q297603,Nemanja Matić,nemanja matic,Serbie,Serbie,milieu défensif,10,346,56,L1 / PL / SA,2006,2025,330,157,moyen
Q297721,Aldair,aldair,Brésil,Brésil,défenseur central,5,102,46,SA,1985,2010,102,77,moyen
Q297768,Vincenzo Montella,vincenzo montella,Italie,Italie,attaquant,5,215,50,PL / SA,1990,2009,192,110,moyen
Q297845,Manuel Fernandes,manuel fernandes,Portugal,Portugal,milieu excentré,10,87,42,LIGA / PL,2004,2023,56,62,difficile
Q297964,Shane Long,shane long,République d'Irlande,Irlande,attaquant,6,352,45,PL,2005,2023,0,80,moyen
Q298140,Dmytro Chygrynskyi,dmytro chygrynskyi,Ukraine,Ukraine,défenseur central,8,12,40,LIGA,2002,2023,12,44,difficile
Q298172,Roger Guerreiro,roger guerreiro,Pologne,Brésil / Pologne,milieu de terrain / milieu excentré,13,6,36,LIGA,2000,2016,0,37,exclu
Q298320,Rodrigo Taddei,rodrigo taddei,Brésil,Brésil,milieu excentré,4,270,35,SA,2000,2016,221,106,moyen
Q298327,Jay Spearing,jay spearing,Royaume-Uni,Royaume-Uni,milieu de terrain,4,30,34,PL,2008,2015,30,43,difficile
Q298330,Anton Ferdinand,anton ferdinand,Royaume-Uni,Royaume-Uni,défenseur central,7,212,33,PL,2003,2014,0,54,difficile
Q298338,Vikash Dhorasoo,vikash dhorasoo,France,France / Maurice,milieu de terrain,6,211,38,L1 / SA,1993,2007,211,101,moyen
Q298448,Gökhan Inler,gokhan inler,Suisse,Suisse / Turquie,milieu de terrain,8,264,42,PL / SA,2005,2024,118,92,moyen
Q298466,Kwadwo Asamoah,kwadwo asamoah,Ghana,Ghana,milieu de terrain,7,279,47,SA,2006,2021,156,106,moyen
Q298470,Simon Poulsen,simon poulsen,Royaume de Danemark,Royaume de Danemark,arrière latéral,5,7,33,SA,2002,2015,0,34,exclu
Q298480,William Kvist,william kvist,Danemark,Royaume de Danemark,milieu de terrain,4,72,41,BUN / PL,2005,2019,0,48,difficile
Q298484,David Rozehnal,david rozehnal,Tchéquie,Tchéquie,défenseur,8,232,35,BUN / L1 / PL / SA,1999,2015,188,96,moyen
Q298491,Rene Krhin,rene krhin,Slovénie,Slovénie,attaquant,4,74,39,LIGA / SA,2009,2015,8,48,difficile
Q298713,Gabriel Obertan,gabriel obertan,France,France,milieu excentré,5,141,33,L1 / PL,2006,2019,68,61,difficile
Q299091,Sotíris Nínis,sotiris ninis,Grèce,Grèce,milieu excentré,10,14,36,SA,2006,2024,0,37,legende
Q299105,Simone Barone,simone barone,Italie,Italie,milieu de terrain,8,255,36,SA,1997,2012,0,62,difficile
Q299228,Brad Jones,brad jones,Australie,Australie,gardien de but,13,62,37,PL,2001,2023,11,45,difficile
Q299238,Yoúrkas Seïtarídis,yourkas seitaridis,Grèce,Grèce,défenseur,5,59,41,LIGA,1998,2013,59,59,difficile
Q299244,Seydou Doumbia,seydou doumbia,Côte d'Ivoire,Côte d'Ivoire,attaquant,15,32,53,LIGA / PL / SA,2003,2021,13,59,difficile
Q299360,Antonio López Guerrero,antonio lopez guerrero,Espagne,Espagne,arrière latéral,4,260,31,LIGA,1999,2014,180,93,moyen
Q299367,Cristiano Marques Gomes,cristiano marques gomes,Brésil,Brésil / Portugal,défenseur central,7,227,32,BUN / L1,1995,2014,227,100,moyen
Q299383,Dmitri Sytchev,dmitri sytchev,Russie,Russie,attaquant,9,33,42,L1,2000,2019,33,52,difficile
Q299391,Tony Adams,tony adams,Angleterre,Royaume-Uni,défenseur / défenseur central,1,80,51,PL,1983,2002,80,75,moyen
Q299403,Charles Itandje,charles itandje,Cameroun / France,Cameroun / France,gardien de but,8,196,34,L1,2000,2015,0,54,difficile
Q299435,Petter Hansson,petter hansson,Suède,Suède,défenseur,6,126,30,L1,1994,2012,24,47,difficile
Q299450,Bebé,bebe,Portugal,Portugal,milieu excentré,9,11,35,LIGA / PL,2009,2015,2,36,legende
Q299455,Kieron Dyer,kieron dyer,Angleterre,Royaume-Uni,milieu de terrain,5,225,38,PL,1996,2013,0,60,difficile
Q299488,Rubén Baraja,ruben baraja,Espagne,Espagne,milieu de terrain,5,296,41,LIGA,1993,2010,296,130,moyen
Q299493,Fabrizio Ravanelli,fabrizio ravanelli,Italie,Italie,attaquant,10,52,37,PL / SA,1986,2005,27,48,difficile
Q299498,Ciprian Marica,ciprian marica,Roumanie,Roumanie,attaquant,7,154,37,BUN / LIGA,2001,2016,34,59,difficile
Q299503,Wilson Palacios,wilson palacios,Honduras,Honduras,milieu de terrain,7,147,41,PL,2000,2017,65,69,difficile
Q299515,Miroslav Stoch,miroslav stoch,Slovaquie,Slovaquie,ailier / milieu excentré / milieu offensif,7,4,40,PL,2005,2016,4,41,exclu
Q299521,Jan Polák,jan polak,Tchéquie,Tchécoslovaquie / Tchéquie,milieu de terrain,5,135,32,BUN,1998,2016,0,46,difficile
Q299525,Przemysław Tytoń,przemyslaw tyton,Pologne,Pologne,gardien de but,10,77,37,BUN / LIGA,2005,2022,0,45,difficile
Q299536,Stephan Andersen,stephan andersen,Danemark,Royaume de Danemark,gardien de but,9,59,33,L1 / LIGA / PL,2000,2023,0,39,legende
Q299542,Derek Boateng,derek boateng,Ghana,Ghana,milieu de terrain,13,113,37,BUN / LIGA / PL,1999,2016,0,48,difficile
Q299604,Radoslav Kováč,radoslav kovac,Tchéquie,Tchécoslovaquie / Tchéquie,défenseur central,6,53,35,PL,1997,2016,0,40,legende
Q299624,Vincent Candela,vincent candela,France,France,arrière latéral,7,216,46,PL / SA,1992,2007,158,99,moyen
Q299703,Gaël Kakuta,gael kakuta,France / République démocratique du Congo,France / République démocratique du Congo,milieu excentré,9,73,42,L1 / LIGA / PL / SA,2009,2016,9,51,difficile
Q299727,Rolando Jorge Pires da Fonseca,rolando jorge pires da fonseca,Portugal,Portugal,défenseur central,7,126,40,L1 / SA,2004,2022,126,78,moyen
Q299750,Theodor Gebre Selassie,theodor gebre selassie,Tchéquie,Tchéquie,arrière latéral / milieu de terrain,5,271,40,BUN,2005,2023,0,67,difficile
Q299762,Tomáš Sivok,tomas sivok,Tchéquie,Tchéquie,défenseur central / milieu de terrain,6,23,37,SA,2000,2020,0,39,legende
Q299768,Eduardo,eduardo,Portugal,Portugal,gardien de but,10,37,48,PL / SA,2001,2020,0,52,difficile
Q299779,Salvatore Sirigu,salvatore sirigu,Italie,Italie,gardien de but,12,404,53,L1 / LIGA / SA,2006,2025,147,123,moyen
Q301390,Francisco Javier Muñoz Llompart,francisco javier munoz llompart,Espagne,Espagne,milieu de terrain / milieu excentré,8,195,26,LIGA,1999,2014,44,54,difficile
Q301689,Gunnar Nielsen,gunnar nielsen,Royaume de Danemark,Royaume de Danemark,gardien de but,10,1,28,PL,2004,2015,1,28,exclu
Q301931,Mark Davies,mark davies,Royaume-Uni,Royaume-Uni,milieu de terrain,3,69,22,PL,2005,2017,0,29,legende
Q302130,Aaron Hughes,aaron hughes,Irlande du Nord,Royaume-Uni,défenseur / défenseur central,8,409,36,PL,1997,2019,0,77,moyen
Q302325,Mark Hudson,mark hudson,Royaume-Uni,Royaume-Uni,défenseur,6,62,18,PL,2000,2014,0,24,legende
Q302393,Johan Vonlanthen,johan vonlanthen,Suisse,Colombie / Suisse,milieu excentré,12,4,34,SA,2001,2016,0,34,exclu
Q303297,Aarón Galindo,aaron galindo,Mexique,Mexique,défenseur central,8,32,17,BUN,2002,2014,0,20,legende
Q303328,Aarón Ñíguez,aaron niguez,Espagne,Espagne,attaquant,12,59,23,LIGA,2006,2015,0,29,legende
Q304173,Héctor Font,hector font,Espagne,Espagne,milieu de terrain,11,130,16,LIGA,2002,2016,0,29,legende
Q304222,Michael Mifsud,michael mifsud,Malte,Malte,attaquant,9,21,28,BUN,1997,2016,0,30,legende
Q304416,William Carvalho,william carvalho,Portugal,Angola / Portugal,milieu de terrain,6,172,45,LIGA,2011,2026,0,62,difficile
Q304677,Souleymane Doukara,souleymane doukara,France / Mauritanie / Sénégal,France / Mauritanie / Sénégal,attaquant / milieu excentré,5,13,16,SA,2008,2014,0,17,legende
Q304901,Teerasil Dangda,teerasil dangda,Thaïlande,Thaïlande,attaquant,5,6,41,LIGA / PL,2006,2015,0,42,exclu
Q305322,Franck Dja Djédjé,franck dja djedje,Côte d'Ivoire / France,Côte d'Ivoire / France,attaquant,12,87,16,L1,2003,2015,0,25,legende
Q306351,John O'Shea,john oshea,République d'Irlande,Irlande,défenseur central,5,450,57,PL,1999,2019,256,153,moyen
Q307843,Abdelaziz Ahanfouf,abdelaziz ahanfouf,Maroc,Allemagne / Maroc,attaquant,9,61,16,BUN,1997,2011,0,22,legende
Q307940,Kader Ferhaoui,kader ferhaoui,Algérie,Algérie / France,milieu de terrain,4,28,12,L1,1985,2001,0,15,legende
Q307958,Abdelkader Ghezzal,abdelkader ghezzal,Algérie,Algérie / France,attaquant,11,123,30,LIGA / SA,2004,2015,0,42,difficile
Q308030,Abder Ramdane,abder ramdane,France,France,milieu de terrain,5,76,10,BUN,1993,2005,0,18,legende
Q308080,Abderrahman Kabous,abderrahman kabous,Maroc,Maroc,milieu de terrain,12,8,16,L1,1996,2015,0,17,exclu
Q308110,Abderrazzak Jadid,abderrazzak jadid,Maroc,Maroc,milieu excentré,12,34,11,SA,2000,2015,0,14,legende
Q308119,Abdeslam Ouaddou,abdeslam ouaddou,France / Maroc,France / Maroc,arrière latéral / défenseur central,7,188,21,L1 / PL,1998,2013,0,40,legende
Q308355,Abdou Rahman Dampha,abdou rahman dampha,Gambie,Gambie,milieu de terrain,6,2,11,L1,2007,2014,0,11,exclu
Q308363,Abdou Sall,abdou sall,France / Sénégal,France / Sénégal,défenseur,8,1,6,L1,2000,2011,0,6,exclu
Q308371,Abdoul Aziz Nikiema,abdoul aziz nikiema,Burkina Faso,Burkina Faso / France,milieu de terrain,4,48,9,L1,2002,2011,48,23,legende
Q308391,Abdoulay Konko,abdoulay konko,France,France,arrière latéral,6,108,28,LIGA / SA,2004,2011,44,48,difficile
Q308394,Abdoulaye Diagne-Faye,abdoulaye diagnefaye,Sénégal,Sénégal,défenseur,10,241,33,L1 / PL,1999,2015,0,57,difficile
Q308405,Abdoulaye Sané,abdoulaye sane,France / Sénégal,France / Sénégal,attaquant,3,15,12,L1,2010,2014,0,14,legende
Q308925,Jürgen Kohler,jurgen kohler,Allemagne,Allemagne,défenseur,5,82,51,BUN,1983,2002,82,76,moyen
Q309532,Eric-Maxim Choupo-Moting,ericmaxim choupomoting,Cameroun,Allemagne / Cameroun,attaquant,10,353,55,BUN / L1 / PL,2007,2024,201,130,moyen
Q309628,Papiss Cissé,papiss cisse,France / Sénégal,France / Sénégal,attaquant,6,65,39,BUN,2003,2012,0,46,difficile
Q309662,Diego Pérez,diego perez,Uruguay,Uruguay,milieu de terrain,4,248,37,L1 / SA,1999,2015,146,91,moyen
Q309672,Gerardo Torrado,gerardo torrado,Mexique,Espagne / Mexique,milieu de terrain,7,59,34,LIGA,1997,2017,40,48,difficile
Q309680,Sebastián Eguren,sebastian eguren,Uruguay,Uruguay,milieu de terrain,11,110,33,LIGA,1999,2015,0,44,difficile
Q309728,Kieran Richardson,kieran richardson,Angleterre,Royaume-Uni,milieu excentré,5,232,33,PL,2002,2014,41,64,difficile
Q309731,Márcio Amoroso dos Santos,marcio amoroso dos santos,Brésil,Brésil,attaquant,12,131,46,BUN / LIGA / SA,1992,2009,63,72,difficile
Q309762,Luca Antonini,luca antonini,Italie,Italie,arrière latéral,13,188,34,SA,2001,2016,81,69,difficile
Q309778,Mario Yepes,mario yepes,Colombie,Colombie,arrière latéral / défenseur central,9,313,46,L1 / SA,1993,2016,153,108,moyen
Q309781,Ritchie De Laet,ritchie de laet,Belgique,Belgique,arrière latéral,12,72,36,PL,2006,2024,3,44,difficile
Q309890,Manucho Gonçalves,manucho goncalves,Angola,Angola,attaquant,9,73,31,LIGA / PL,1999,2014,1,38,legende
Q309894,Diego Cavalieri,diego cavalieri,Brésil,Brésil,gardien de but,5,1,34,PL / SA,2002,2010,1,34,exclu
Q309966,Bernd Leno,bernd leno,Allemagne,Allemagne,gardien de but,4,394,54,BUN / PL,2009,2022,334,160,moyen
Q310007,Pedro León Sánchez Gil,pedro leon sanchez gil,Espagne,Espagne,milieu excentré,7,140,32,LIGA,2004,2016,6,47,difficile
Q310022,Fernando Navarro,fernando navarro,Espagne,Espagne,arrière latéral,7,337,37,LIGA,1999,2015,224,116,moyen
Q310034,Cristiano Lucarelli,cristiano lucarelli,Italie,Italie,attaquant,13,297,36,SA,1992,2012,12,68,difficile
Q310037,Alan Hutton,alan hutton,Royaume-Uni,Royaume-Uni,arrière latéral,7,70,36,LIGA / PL,2002,2014,51,53,difficile
Q310040,Tony Hibbert,tony hibbert,Royaume-Uni,Royaume-Uni,arrière latéral,1,265,40,PL,1999,2016,0,66,difficile
Q310043,Emmanuel Frimpong,emmanuel frimpong,Ghana,Ghana,milieu de terrain,9,14,37,PL,2011,2017,6,40,legende
Q310055,David Bentley,david bentley,Angleterre,Royaume-Uni,milieu excentré,7,180,35,PL,2001,2013,43,62,difficile
Q310199,Tuncay Şanlı,tuncay sanli,Turquie,Turquie,attaquant / milieu de terrain,9,134,36,BUN / PL,2000,2015,0,49,difficile
Q310206,Fernando Meira,fernando meira,Portugal,Portugal,défenseur,7,185,36,BUN / LIGA,1996,2012,0,54,difficile
Q310226,Pablo Barrera,pablo barrera,Mexique,Mexique,milieu excentré,7,28,32,LIGA / PL,2005,2021,0,35,legende
Q310255,Sani Kaita,sani kaita,Nigéria,Nigeria,milieu de terrain,14,3,36,L1,2004,2015,3,37,exclu
Q310328,Andriy Yarmolenko,andriy yarmolenko,Ukraine,Ukraine,attaquant / milieu de terrain / milieu excentré,6,84,53,BUN / PL,2006,2023,18,65,difficile
Q310330,Javi García,javi garcia,Espagne,Espagne,milieu de terrain,8,149,44,LIGA / PL,2004,2022,71,73,difficile
Q310354,Joseba Etxeberría,joseba etxeberria,Espagne,Espagne,attaquant,4,377,38,LIGA,1986,2010,0,76,moyen
Q310369,Freddy Adu,freddy adu,États-Unis,Ghana / États-Unis,attaquant / milieu de terrain / milieu excentré,13,9,39,L1,2004,2015,9,42,exclu
Q310402,Scott Sinclair,scott sinclair,Royaume-Uni,Royaume-Uni,milieu de terrain / milieu excentré,12,101,33,PL,2004,2015,18,47,difficile
Q310404,Josh McEachran,josh mceachran,Royaume-Uni,Royaume-Uni,milieu excentré,7,15,31,PL,2010,2015,11,35,legende
Q310406,Saadi Kadhafi,saadi kadhafi,Libye,Libye,attaquant / milieu de terrain,5,2,33,SA,2000,2007,0,33,exclu
Q310408,Nedum Onuoha,nedum onuoha,Nigeria / Royaume-Uni,Nigeria / Royaume-Uni,arrière latéral / défenseur,4,195,32,PL,2004,2020,95,70,difficile
Q310458,André Santos,andre santos,Brésil,Brésil,arrière latéral,10,25,32,PL,2004,2015,25,40,legende
Q310504,Emanuel Pogatetz,emanuel pogatetz,Autriche,Autriche,défenseur,14,210,35,BUN / PL,1999,2015,26,61,difficile
Q310519,Ulf Kirsten,ulf kirsten,Allemagne,Allemagne / République démocratique allemande,attaquant,2,108,40,BUN,1983,2003,108,72,difficile
Q310544,Viktor Onopko,viktor onopko,Russie,Russie / Union soviétique,défenseur,7,90,38,LIGA,1988,2005,0,47,difficile
Q310548,Kevin Strootman,kevin strootman,Pays-Bas,Royaume des Pays-Bas,milieu de terrain,7,219,44,L1 / SA,2008,2024,164,99,moyen
Q310559,Marek Čech,marek cech,Slovaquie,Slovaquie,arrière latéral,8,47,36,PL / SA,2000,2016,0,41,legende
Q310571,Valeri Karpine,valeri karpine,Russie,Espagne / Estonie / Russie / Union soviétique,milieu excentré,8,208,46,LIGA,1986,2007,0,67,difficile
Q310602,Takayuki Morimoto,takayuki morimoto,Japon,Japon,attaquant,6,118,59,SA,2004,2017,0,71,difficile
Q310605,Ryo Miyaichi,ryo miyaichi,Japon,Japon,attaquant / milieu excentré,9,11,55,PL,2011,2021,1,56,difficile
Q310607,Atsuto Uchida,atsuto uchida,Japon,Japon,arrière latéral,4,104,62,BUN,2006,2020,104,93,facile
Q310610,Eiji Kawashima,eiji kawashima,Japon,Japon,gardien de but,8,61,62,L1,2001,2023,0,68,facile
Q310612,Shinji Okazaki,shinji okazaki,Japon,Japon,attaquant,8,273,68,BUN / LIGA / PL,2005,2024,0,95,facile
Q310615,Ivica Dragutinović,ivica dragutinovic,Serbie-et-Monténégro,Serbie,défenseur,6,105,33,LIGA,1992,2011,105,64,difficile
Q310620,Juan Pablo Ángel,juan pablo angel,Colombie,Colombie,attaquant,6,175,32,PL,1993,2014,0,50,difficile
Q310625,Marc Bartra,marc bartra,Espagne,Espagne,défenseur,6,261,52,BUN / LIGA,2000,2023,90,96,moyen
Q310635,Rodrigo Palacio,rodrigo palacio,Argentine,Argentine,attaquant,7,357,52,SA,2002,2022,140,116,moyen
Q310657,Matías Fernández,matias fernandez,Chili,Chili,milieu de terrain,5,70,40,LIGA,2004,2012,0,47,difficile
Q310658,Marcin Wasilewski,marcin wasilewski,Pologne,Pologne,défenseur central,8,46,40,PL,1999,2020,0,45,difficile
Q310660,Dickson Etuhu,dickson etuhu,Nigéria,Nigeria,milieu de terrain,7,117,33,PL,2000,2016,6,46,difficile
Q310671,Angelo Palombo,angelo palombo,Italie,Italie,milieu de terrain,4,369,38,SA,1998,2017,3,76,moyen
Q310675,Kyriákos Papadópoulos,kyriakos papadopoulos,Grèce,Grèce,défenseur central,13,118,36,BUN,2007,2024,92,66,difficile
Q310677,Dominic Adiyiah,dominic adiyiah,Ghana,Ghana,attaquant,10,0,39,SA,2006,2014,0,39,exclu
Q310697,Michel Bastos,michel bastos,Brésil,Brésil / France,milieu excentré,14,225,36,BUN / L1 / SA,2001,2019,225,104,moyen
Q310700,James McFadden,james mcfadden,Écosse,Royaume-Uni,attaquant,6,174,29,PL,2000,2018,0,46,difficile
Q310703,Jakob Poulsen,jakob poulsen,Royaume de Danemark,Royaume de Danemark,milieu de terrain,5,8,32,L1,2002,2014,8,34,exclu
Q310705,Brede Hangeland,brede hangeland,Norvège,Norvège / États-Unis,défenseur central,4,238,32,PL,2000,2016,0,56,difficile
Q310710,Paulo da Silva,paulo da silva,Paraguay,Paraguay,défenseur central,14,69,32,LIGA / PL / SA,1995,2015,0,39,legende
Q310723,Gojko Kačar,gojko kacar,Serbie,Serbie,milieu de terrain,5,111,52,BUN,2003,2014,0,63,difficile
Q310727,Clemente Rodríguez,clemente rodriguez,Argentine,Argentine,défenseur / défenseur central,6,17,37,LIGA,2000,2015,0,39,legende
Q310730,John Mensah,john mensah,Ghana,Ghana,défenseur central,11,136,36,L1 / PL / SA,2000,2016,13,52,difficile
Q310733,Simon Davies,simon davies,Pays de Galles,Royaume-Uni,milieu excentré,4,303,35,PL,1997,2013,121,90,moyen
Q310737,Valeri Bojinov,valeri bojinov,Bulgarie,Bulgarie,attaquant,15,145,35,SA,2002,2018,0,50,difficile
Q310803,Tomáš Galásek,tomas galasek,Tchéquie,Tchéquie,milieu de terrain,8,80,38,BUN,1991,2016,0,46,difficile
Q310928,Steve Cherundolo,steve cherundolo,États-Unis,États-Unis,arrière latéral,1,296,39,BUN,1999,2014,0,69,difficile
Q310965,Vince Grella,vince grella,Australie,Australie,milieu de terrain,8,178,33,PL / SA,1996,2013,0,51,difficile
Q310971,Cha Du-ri,cha duri,Corée du Sud,Corée du Sud,arrière latéral,9,126,34,BUN,2002,2015,0,47,difficile
Q311035,Kléberson,kleberson,Brésil,Brésil,milieu de terrain,8,20,36,PL,1999,2016,20,42,difficile
Q311043,Urby Emanuelson,urby emanuelson,Pays-Bas,Royaume des Pays-Bas,arrière latéral,6,99,42,PL / SA,2004,2015,77,67,difficile
Q311054,Danko Lazović,danko lazovic,Serbie,Serbie,milieu excentré,10,9,36,BUN,2000,2015,9,39,exclu
Q311087,Costinha,costinha,Portugal,Portugal,milieu de terrain,8,67,39,L1 / LIGA / SA,1994,2010,66,59,difficile
Q311089,Juan Carlos Valerón,juan carlos valeron,Espagne,Espagne,milieu de terrain,6,363,39,LIGA,1987,2016,32,82,moyen
Q311091,Omar Bravo,omar bravo,Mexique,Mexique,attaquant,7,9,32,LIGA,2001,2016,0,33,exclu
Q311095,Jorge Andrade,jorge andrade,Portugal,Portugal,défenseur,4,127,34,LIGA / SA,1997,2009,4,48,difficile
Q311108,Sébastien Frey,sebastien frey,France,France,gardien de but,7,434,37,SA,1997,2015,23,85,moyen
Q311155,Lorik Cana,lorik cana,Albanie,Albanie / France / Suisse,défenseur central,7,325,48,L1 / PL / SA,2000,2016,273,135,moyen
Q311162,Nabil El Zhar,nabil el zhar,France / Maroc,France / Maroc,attaquant,4,115,33,LIGA / PL,2006,2015,21,49,difficile
Q311163,Moustapha Salifou,moustapha salifou,Togo,Togo,milieu de terrain,9,4,33,PL,1998,2024,0,33,exclu
Q311171,Paul Ince,paul ince,Angleterre,Royaume-Uni,milieu de terrain,8,122,44,PL,1986,2007,0,56,difficile
Q311191,Jun'ichi Inamoto,junichi inamoto,Japon,Japon,milieu de terrain,12,117,57,BUN / L1 / PL,1997,2024,0,69,difficile
Q311200,Miguel Ángel Nadal,miguel angel nadal,Espagne,Espagne,défenseur central,4,149,36,LIGA,1980,2005,0,51,difficile
Q311209,Yoshito Ōkubo,yoshito okubo,Japon,Japon,attaquant,8,48,59,BUN / LIGA,2001,2021,0,64,difficile
Q311216,John Aloisi,john aloisi,Australie,Australie / Italie,attaquant,11,177,36,LIGA / PL,1991,2011,0,54,difficile
Q311246,Lewis Holtby,lewis holtby,Allemagne,Allemagne,milieu de terrain,7,144,38,BUN / PL,2007,2015,80,68,difficile
Q311324,Thomas Gravesen,thomas gravesen,Danemark,Royaume de Danemark,milieu de terrain,5,200,34,BUN / LIGA / PL,1995,2008,34,61,difficile
Q311328,Mišo Brečko,miso brecko,Slovénie,Slovénie,défenseur,9,159,32,BUN,2002,2015,0,48,difficile
Q311329,Peter Odemwingie,peter odemwingie,Nigéria,Nigeria / Russie,attaquant,8,204,51,L1 / PL,2000,2016,75,86,moyen
Q311334,Younès Kaboul,younes kaboul,France,France / Maroc,défenseur central,5,250,33,L1 / PL,2004,2018,110,80,moyen
Q311335,Gilberto,gilberto,Brésil,Brésil,milieu excentré,11,111,33,BUN / PL / SA,1993,2013,10,46,difficile
Q311340,Kevin Davies,kevin davies,Angleterre,Royaume-Uni,attaquant,6,398,31,PL,1993,2015,0,71,difficile
Q311342,Vladimír Šmicer,vladimir smicer,Tchéquie,Tchécoslovaquie / Tchéquie,milieu de terrain,4,149,41,L1 / PL,1992,2009,149,86,moyen
